Customer,Var6,Var7,Var13,Var21,Var22,Var25,Var28,Var35,Var38,Var44,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var132,Var133,Var134,Var140,Var143,Var144,Var149,Var153,Var160,Var163,Var173,Var181,Var192,Var193,Var195,Var196,Var197,Var198,Var199,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var210,Var211,Var212,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var226,Var227,Var228
1,7,0,0,40,50,8,558.08,0,48516,0,4.825678,9,14,0,0,0,556260,5,0,0,0,95216,55,18,0,0,8116700,242226,0,0,0,0,8156360,10,0,0,0,FoxgUHSK8h,RO12,taul,1K8T,AHgj,mjAE8UC,cXivIBR,sOYL,9_Y1,mTeA,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,upnW,UYBR,FzaX,BUZ3sek,oslk,VAZyGQC,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,7,0,0,160,200,128,166.56,0,12834,0,1.956633,9,16,0,0,0,27945.63,0,0,0,0,178080,600,12,0,0,1598475,414742,0,0,0,0,2116820,44,0,0,0,51rt0G8rTN,RO12,taul,1K8T,EPHy,voX4XxH,7aPrx0x,A6xB,9_Y1,k13i,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,TDcwKda,g2AX,UYBR,FzaX,_Mc87dl,oslk,Bfv7kpB,LM8l689qOp,fKCe,RAYp,F2FyR07IdsN7I
1,14,0,0,12,15,8,166.56,0,7257600,0,4.287546,9,16,0,0,0,1063602,0,0,0,0,-1146368,45,12,0,0,0,507974,0,0,9,0,5854360,0,0,0,0,CxSr4RXktW,RO12,taul,1K8T,AHrt,gmq88LT,hLqXaxt,L_9A,9_Y1,ZKJc,09_Q,43pnToF,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAja5EA,Nqwd,cJvF,FzaX,gbo1rOn,oslk,Pml6FsY,LM8l689qOp,7FJQ,RAYp,F2FyR07IdsN7I
1,14,0,0,16,20,8,297.52,0,0,0,3.469771,9,14,0,3843192,0,646485,0,0,8,8,-54328,55,0,0,0,2465665,776254,0,0,0,3362793,5446640,4,0,0,0,2jigUH7ejg,RO12,taul,1K8T,vSNn,4cnMY82,7OQTfyc,umg2,9_Y1,m_h1,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,8JTE,UYBR,FzaX,xtRDFjT,oslk,BDw0V7y,LM8l689qOp,WqMG,RAYp,F2FyR07IdsN7I
1,14,0,0,20,25,16,136.24,0,7662,0,1.549455,9,12,0,2384,0,231369.6,0,0,0,16,-416860,25,6,0,8,0,768082,0,0,0,0,1542464,0,0,0,7,qFpmfo8zhV,RO12,taul,1K8T,2Ix5,fmOiPJi,_jTP8ioIlJ,VA9Q,9_Y1,Ew1Q,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAj3MXw,mbJ9,cJvF,FzaX,wfPWJ9Z,oslk,WJyqs0R,LM8l689qOp,wX53,RAYp,F2FyR07IdsN7I
1,14,0,0,24,30,8,383.6,0,0,0,2.806879,9,12,0,2409760,0,464850,5,0,8,8,-447236,30,0,0,0,115690,1080,0,0,0,0,3718796,6,0,0,0,KXMrEyXXnK,RO12,taul,1K8T,487l,dpLnqNs,5q1hF23,hzZb,9_Y1,SkZj,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,wwsZ,UYBR,FzaX,9F7m0jM,oslk,jrbDSFl,LM8l689qOp,Aoh3,RAYp,F2FyR07IdsN7I
1,14,0,0,28,35,24,337.12,5,3992220,0,5.312113,9,14,0,0,0,691350,0,0,0,0,627988,50,12,0,8,3534910,651796,0,0,0,0,6793000,4,0,0,0,2jigUH7ejg,RO12,taul,1K8T,lK27,4cnMY82,Gxcscx6,umg2,9_Y1,m_h1,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,8JTE,UYBR,FzaX,xtRDFjT,oslk,BDw0V7y,LM8l689qOp,WqMG,RAYp,F2FyR07IdsN7I
1,14,0,0,36,45,0,220.08,0,93420,0,4.013031,9,18,0,682264,0,38805,5,0,16,8,-57338,45,42,0,0,0,0,0,0,0,596981,465660,0,0,0,0,51rt0G8rTN,RO12,taul,1K8T,yMvB,gwY4NQF,7ruKm4v,uoRB,9_Y1,k13i,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAja5EA,g2AX,UYBR,FzaX,t5EoLzk,oslk,ag5iNPX,LM8l689qOp,fKCe,RAYp,F2FyR07IdsN7I
1,14,0,0,40,50,8,403.44,10,1900926,0,3.238838,9,14,0,633632,18,234443.1,5,0,8,8,-666592,50,24,0,64,1188105,137250,0,0,0,0,3125908,6,0,0,0,bZk9tYsGvO,RO12,taul,1K8T,AkfA,fqel91c,IG_G867,V9u3,9_Y1,YULl,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,mAj3FSW,y4hO,UYBR,FzaX,UISY_02,oslk,DGsqhZX,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,14,0,0,52,65,0,0,5,2301048,0,1.902158,9,12,0,0,6,198963,10,0,8,0,-638484,65,30,0,32,1529325,0,0,0,0,0,3448692,12,0,0,7,ZSNrjIX0Db,RO12,taul,1K8T,hoa9,jEC3vg3,nJy8d8N5VniGX,0iyF,9_Y1,EKFb,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kq0l43t,jtMm,UYBR,FzaX,x_lA5lA,oslk,3B1mC_N,LM8l689qOp,5Acm,RAYp,F2FyR07IdsN7I
1,14,0,0,52,65,16,20.08,0,7521720,0,4.596454,9,14,0,5392376,6,608286,0,0,8,16,-159085.6,65,24,0,16,2681875,343720,0,0,0,0,10543640,10,0,0,0,HYTvyx7ejg,RO12,taul,1K8T,hM6W,86dToXU,LWyxgtXeJL,5723,9_Y1,RcM7,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,OH3C,UYBR,FzaX,QMaRwBA,oslk,0D0gQ7h,LM8l689qOp,szEZ,RAYp,F2FyR07IdsN7I
1,14,0,0,72,90,40,388.08,0,1128168,0,3.531724,9,12,0,1382400,0,84648.3,0,0,8,16,-328260,90,18,0,16,220980,205730,0,0,0,0,2031556,16,0,0,14,MtpBcmzkzH,RO12,taul,1K8T,JLbT,xUTqnbN,RuVy67M,5GHH,9_Y1,KubS,VpdQ,IYzP,me75fM6ugJ,sBgB,uKAI,L84s,NhsEn4L,kZJyVg2,q1HC,UYBR,FzaX,LwGVino,oslk,xYH_Q4n,LM8l689qOp,Qcbd,RAYp,F2FyR07IdsN7I
1,14,0,0,84,105,56,490.96,10,2023740,0,3.88699,9,14,0,1576272,0,198684.9,5,0,8,8,394260,105,54,0,16,806525,864904,0,0,0,0,5563160,6,0,0,0,u6tWq6edh4,RO12,taul,1K8T,TyGl,pNV_5rr,UnPEkD6Pex,qUsF,9_Y1,_xpN,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,pLPE,UYBR,FzaX,tS138SL,oslk,N98hcb8,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,14,0,0,100,125,64,289.52,0,0,0,4.032899,9,12,0,97280,0,21114.96,0,2,8,8,228063.2,125,0,0,8,536580,46804,0,0,0,0,703832,30,198480,0,7,zcROj17IEC,RO12,taul,1K8T,JLbT,32pvHAP,AKEyQtw,3Ivc,9_Y1,iVbl,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kZJtVhC,bRgG,UYBR,FzaX,dRiOVQC,oslk,z042C8o,LM8l689qOp,7aLG,RAYp,F2FyR07IdsN7I
1,14,0,0,108,135,48,186.64,0,1122486,0,4.900662,9,14,0,0,0,37899.9,0,4,16,0,132292,145,54,0,0,370590,190288,0,0,0,0,1454748,20,44064,0,0,HYTrjIK12c,RO12,taul,1K8T,0Xwj,3fI4jEC,VxuoaY5mnT,43ip,F3hy,7WNq,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kZJtVhC,CiWj,UYBR,FzaX,pHXYlW4,oslk,wYv2Oqu,LM8l689qOp,WqMG,RAYp,F2FyR07IdsN7I
1,21,0,0,16,20,24,230.56,0,0,0,3.935057,9,16,0,0,0,778011,5,0,0,0,273120.8,70,0,0,0,0,3628800,0,0,0,0,9531440,0,0,0,0,v0Nt0Go8Lb,RO12,taul,1K8T,ssAy,H9Tg2A0,IZB7BAH,t7tD,9_Y1,rGJy,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,7WwuNea,XZu1,UYBR,FzaX,stpv4zN,oslk,YE7zrB7,LM8l689qOp,Qu4f,RAYp,F2FyR07IdsN7I
1,21,0,0,24,30,8,186.64,0,14515200,0,6.953429,9,16,0,0,0,875181,5,0,8,0,158548.4,65,24,0,0,0,299700,0,0,0,0,10607680,0,0,0,0,_v2TmBftjz,RO12,taul,1K8T,ssAy,6JE1QFM,yiXTc3CbD1,Eg4G,9_Y1,Gx0B,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,TDcwKda,IXIl,cJvF,FzaX,ie2v1FD,oslk,k19R6zD,LM8l689qOp,Qu4f,RAYp,F2FyR07IdsN7I
1,21,0,0,32,40,8,268.4,0,4357224,0,5.384106,9,14,0,0,0,711354,5,2,8,0,172595.2,65,18,0,0,1004145,239270,0,0,0,2453458,8007840,4,2102964,0,0,Ie5gUH7IEC,RO12,taul,1K8T,tixA,TSdlkJq,wazGGTV4Uq,era3,9_Y1,1Bp0,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kq0IUgY,hkUS,UYBR,FzaX,ALJYlW4,oslk,8dbQowC,LM8l689qOp,WqMG,RAYp,F2FyR07IdsN7I
1,21,0,0,36,45,24,297.52,0,6251460,0,3.597095,9,14,0,0,0,566523,10,0,8,0,-255634,100,18,0,0,603915,2250040,0,0,0,0,9987840,2,0,0,0,etYt0G8EIb,RO12,taul,1K8T,lK27,8tQXYqC,N0A0NE0,NXso,9_Y1,k13i,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,rVRa,UYBR,qxDb,HJNWJ9Z,oslk,KzPc_rI,LM8l689qOp,fKCe,RAYp,F2FyR07IdsN7I
1,21,0,0,40,50,24,186.64,0,5330694,0,4.74984,9,16,0,1760896,0,512655,0,0,8,8,-11764.28,70,18,0,0,6048550,18014,0,0,0,0,9309120,6,0,0,0,8I1q9ayE15,RO12,taul,1K8T,hAOr,LjLo0Nn,uwbnco_,7o3v,9_Y1,NFMt,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAja5EA,COw7,cJvF,FzaX,_lwCqnG,oslk,n7PqbV5,LM8l689qOp,TNEC,RAYp,F2FyR07IdsN7I
1,21,0,0,44,55,16,20.08,0,721146,0,3.378551,9,14,0,4272,0,478998,10,0,24,8,-367771.2,55,6,0,0,1809310,128288,0,0,0,3738,7025320,10,0,0,0,voArjIXt5a,RO12,taul,1K8T,ZHNR,bd4J34g,88EhRq8,bM4e,9_Y1,xQ2A,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,TDcwKda,NsO0,UYBR,FzaX,OOCs94F,oslk,piPYdpM,LM8l689qOp,5Acm,RAYp,F2FyR07IdsN7I
1,21,0,0,44,55,24,295.76,0,988512,0,1.240974,9,12,0,0,0,160317.3,5,4,8,0,-724008,55,12,0,8,590930,209222,0,0,0,0,2351320,6,1036800,0,7,xOXTmBtFkL,RO12,taul,1K8T,F9g8,qJShE4b,uPEdYI8RJ6,wSng,9_Y1,C6Eu,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kZJtVhC,56aT,cJvF,FzaX,Y2CKu_a,oslk,aIqdPAm,LM8l689qOp,rgKb,RAYp,F2FyR07IdsN7I
1,21,0,0,64,80,40,386.8,0,2450028,0,1.322581,9,14,0,0,0,188910.9,10,2,16,0,-219473.2,80,6,0,0,2590725,20738,0,0,0,0,4030080,14,217440,0,0,52Iq9ayE15,RO12,taul,1K8T,tzKK,cmyrvGQ,KcR1XI2VFT,2ipl,9_Y1,vm5R,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,mAja5EA,_gOC,cJvF,FzaX,HH3v8BP,oslk,hThoIp0,LM8l689qOp,7P5s,RAYp,F2FyR07IdsN7I
1,21,0,0,68,85,32,275.76,0,237954,0,1.259133,9,12,0,1394072,9,91733.41,0,0,16,24,-760272,85,6,0,24,1396350,53268,0,0,0,218372,2079288,18,0,0,0,KXMrEyXXnK,RO12,taul,1K8T,z32l,q5Zs43J,GHfL3MpXAX,VVvI,9_Y1,SkZj,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,NGZxnJM,WU1X,cJvF,FzaX,zJh68SY,oslk,ZdsRt72,LM8l689qOp,Aoh3,RAYp,F2FyR07IdsN7I
1,21,0,0,72,90,48,277.44,0,2746002,0,1.93997,9,14,0,7084016,0,290999.1,0,0,0,24,-145782.8,90,24,0,0,1096780,366940,0,0,0,0,6984000,10,0,0,0,8Fdr4RXXnK,RO12,taul,1K8T,lK27,lUp7x5J,LH076SiAyW,ligO,9_Y1,Albh,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,bOo5,UYBR,FzaX,qxvYjZW,oslk,ddLRDbC,LM8l689qOp,Xa3G,RAYp,F2FyR07IdsN7I
1,21,0,0,120,150,64,481.36,10,759594,0,2.499039,9,12,0,0,0,184425.3,10,2,0,0,-275567.6,150,30,0,16,6334600,90148,0,0,0,0,7377000,28,1015860,0,0,4e7Wq69R_D,RO12,taul,1K8T,FPxv,wEJSdMg,_jTP8ioIlJ,D1Er,9_Y1,Px52,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,kq0dQfu,WxAt,UYBR,FzaX,aMa88FJ,oslk,tM4OEra,LM8l689qOp,PM2D,RAYp,F2FyR07IdsN7I
1,21,7,32,76,95,104,166.56,0,0,0,3.898953,9,42,0,0,0,17237.55,0,0,0,0,-45342,275,0,3150,0,115145,242712,50,0,0,0,577540,12,0,0,0,MtpBcmzkzH,RO12,taul,1K8T,487l,oE3RWXF,aB4Juyc,deNA,9_Y1,WGOH,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,7Ww_Xqy,k_QX,UYBR,FzaX,iTk9eoy,oslk,WuqQ5_S,LM8l689qOp,Qcbd,RAYp,F2FyR07IdsN7I
1,21,7,44,104,130,8,166.56,0,0,0,5.161718,9,66,119,0,0,45311.1,0,0,0,0,84075.2,345,0,126,0,2772120,172800,80,0,9,0,2563296,50,0,0,0,hSovyx7IEC,RO12,taul,1K8T,7M9D,0Vr7wZ4,EEqgD77uMkodw,O5gV,9_Y1,f4dr,VpdQ,wMei,Kxdu,kIsH,uKAI,L84s,FMSzZ91zL2,11pMkO_,o2VW,cJvF,FzaX,XbZitea,zCkv,DHPNgqU,M_8D,szEZ,6fzt,JnGLH58smNxIYcGK39k
1,21,7,1440,92,115,0,166.56,0,0,0,2.489212,9,100,301,0,0,61612.5,0,0,0,0,87440.4,375,0,5976,0,3035860,0,370,0,9,0,2428688,46,0,0,0,zcRZptzip9,RO12,taul,1K8T,ujBx,lW9L3j7,8nstQ62E0C,cSte,9_Y1,t_4G,VpdQ,sYC_,DHn_WUyBhW_whjA88g9bvA64_,kIsH,uKAI,L84s,CrNX,pMWQVqj,t89X,UYBR,qxDb,nEy7DXQ,d0EEeJi,FM3rfQx,LM8l689qOp,Qu4f,nIGXDli,F2FyR07IdsN7I
1,28,0,0,16,20,0,716.24,0,3628800,0,1.448408,9,16,0,0,6,1326300,10,0,16,0,-275133.2,45,6,0,16,829445,0,0,0,0,0,7921160,2,0,0,0,dRagUHXM47,RO12,taul,1K8T,TyGl,jCepSrJ,NW71mrodGH,EOfa,9_Y1,LqKm,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjH1vL,4_kv,UYBR,FzaX,Oy_RPEi,oslk,FS4qjNq,LM8l689qOp,453m,RAYp,F2FyR07IdsN7I
1,28,0,0,28,35,8,38.16,0,0,0,2.140141,9,12,0,45032,0,306801,5,0,32,24,-825848,35,0,0,8,3341410,540,0,0,0,39403,2863488,4,0,0,7,YddTmBtueT,RO12,taul,1K8T,42Cy,77f44U8,KyxX4chnKM,SOkz,9_Y1,C6Eu,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,TDcwKda,wzxH,UYBR,FzaX,tzp8jNM,oslk,5nQ7A2G,LM8l689qOp,rgKb,RAYp,F2FyR07IdsN7I
1,28,0,0,32,40,0,265.76,0,5942268,0,5.053194,9,16,0,1666144,0,871572,5,2,8,8,1333564,50,30,0,0,0,0,0,0,0,1457876,9199640,0,3628800,0,0,1JGqrQKzJV,RO12,taul,z3mO,0Xwj,3cunsla,WGp4QTdnXu7Zi,u8P8,HLqf,15m3,VpdQ,IYzP,me75fM6ugJ,sBgB,uKAI,L84s,NhsEn4L,kq0IUgY,LhRx,UYBR,FzaX,kH5mFX7,oslk,BNrD3Yd,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
