Customer,Var6,Var7,Var13,Var21,Var22,Var25,Var28,Var35,Var38,Var44,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var132,Var133,Var134,Var140,Var143,Var144,Var149,Var153,Var160,Var163,Var173,Var181,Var192,Var193,Var195,Var196,Var197,Var198,Var199,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var210,Var211,Var212,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var226,Var227,Var228
1,812,0,8,128,160,24,220.08,0,3269304,0,2.19013,9,50,0,3645264,0,217116.9,10,0,32,48,356941.2,490,42,42768,0,5969100,435296,0,0,0,0,10339240,28,0,0,0,NQ5rEy7Rm6,RO12,taul,1K8T,ar2n,apKK0yW,z0tD6Fz,B41I,9_Y1,X8zP,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kZJtVhC,S7Cw,cJvF,FzaX,_amvbB7,oslk,H2gyovK,jySVZNlOJy,Aoh3,RAYp,F2FyR07IdsN7I
1,546,0,0,124,155,0,220.08,0,11404800,0,2.84875,9,30,0,0,0,223912.5,45,0,32,0,3345732,345,132,3582,0,0,0,0,0,18,0,10713600,0,0,0,0,E3dr4RQxul,RO12,taul,1K8T,PGNs,_ybO0dd,Gai9lEF2Fr,kJs5,9_Y1,z5Ry,09_Q,zm5i,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAj8cnz,GTnh,UYBR,FzaX,L91KIiz,oslk,CE7uk3u,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,1652,21,4044,1340,1675,824,314.8,20,4965012,0,6.392438,27,134,476,1113040,6,42738,35,36,128,256,-41760.8,2020,264,94473,48,2404590,490492,770,0,18,19824,9245000,262,564792,0,0,KXMrEyXXnK,2Knk1KF,taul,1K8T,YFAj,XaPdR0M,9HOPNsJ,iB5e,9_Y1,SkZj,09_Q,hAFG,me75fM6ugJ,kIsH,uKAI,Mtgm,XfqtO3UdzaXh_,XTbPUYD,vkRL,UYBR,FzaX,Hrl6pd1,oslk,dOHQowC,LM8l689qOp,Aoh3,RAYp,55YFVY9
1,1162,7,100,108,135,32,253.52,0,3326652,0,3.883145,9,34,0,2534584,0,102662.1,10,4,32,32,-41864,485,42,3231,0,3168215,633650,145,0,9,554435,8554200,16,950460,0,0,kMJt0GoOh3,RO12,taul,1K8T,0Xwj,HGPI38U,EXpWEXgaYWQf4,qPq_,F3hy,rGJy,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjbk_S,CHvz,UYBR,FzaX,XsgVino,oslk,uBYREAj,LM8l689qOp,Qu4f,RAYp,F2FyR07IdsN7I
1,1099,21,532,144,180,40,286.96,20,3140628,0,1.786157,72,104,77,3094208,3,116682.9,10,0,40,56,16324.16,545,54,4932,40,5616000,555858,1415,0,18,0,9859640,26,0,0,0,2jigUH7ejg,RO12,taul,1K8T,USOt,KDB0hSn,bAyJC1anwc,5HEu,9_Y1,m_h1,sJzTlal,6JmL,me75fM6ugJ,kIsH,uKAI,L84s,XfqtO3UdzaXh_,XTbPUYD,ktRU,UYBR,FzaX,oPZNgdR,oslk,ct0Qb98,LM8l689qOp,WqMG,RAYp,F2FyR07IdsN7I
1,1134,7,2560,116,145,16,133.12,0,0,0,5.958556,9,124,0,212736,0,14651.67,5,2,48,96,-1760860,345,0,17937,0,380910,56094,145,0,18,5656,528596,26,6276,0,0,Foxt0Go8Lb,2Knk1KF,taul,1K8T,0Xwj,PHNvXy8,k10MzgT,yCFy,HLqf,YePk,VpdQ,hAFG,NKv3VA1BpP,sBgB,uKAI,L84s,Ie_5MZs,teAjUwW,9zca,cJvF,FzaX,UF16siJ,zCkv,APgdzOv,LM8l689qOp,Qu4f,6fzt,Zy3gnGM
1,1330,7,3056,196,245,104,286.96,5,3076326,0,6.616749,18,58,28,249216,0,82725,10,22,32,24,687556,760,48,34623,8,1834615,582080,4865,0,9,871248,6632680,24,1701204,0,0,1KSr4RK2Mx,RO12,taul,1K8T,lK27,AA1duRc,5NXaxpGT17pHbDY4,g7ag,9_Y1,DtNL,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,TDceha3,ipbN,UYBR,FzaX,9Udm94s,oslk,hxTaK89,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,280,7,2332,80,100,0,200,0,400254,0,3.057466,9,172,0,0,0,20995.47,55,0,24,0,32396.28,275,42,74808,0,23300,0,10,0,27,0,464920,4,0,0,0,NESWq69R_D,g62hiBSaKg,taul,1K8T,0Xwj,fhk21Ss,NKax3On,dHcT,HLqf,z5Ry,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,sBgB,uKAI,L84s,DmYOBF5GfjJxb,ORM_IID,2aej,UYBR,FzaX,4UxGlow,Al6ZaUT,catzS2D,LM8l689qOp,FSa2,ZI9m,ib5G6X1eUxUn6
1,812,7,368,152,190,48,200,0,6840060,0,1.097201,9,74,77,637736,0,222723.6,30,2,24,32,41963.6,605,84,2826,0,2123190,435416,245,0,0,376278,9597480,14,518400,0,0,DQlrEyXXnK,RO12,taul,1K8T,z32l,9GJGgoz,_Mlx_VZ24s,j8N7,9_Y1,SkZj,VpdQ,IYzP,Kxdu,kIsH,uKAI,L84s,FMSzZ91zL2,mAjUo2m,f0k3,UYBR,AU8pNoi,Tvpip6Z,zCkv,hHJsvbM,LM8l689qOp,Aoh3,6fzt,SbOd7O8ky1wGNxp0Arj0Xs
1,581,0,0,200,250,16,286.96,0,4148472,0,3.772485,9,28,0,2016808,0,172009.8,30,10,72,48,633436,645,102,0,0,5172200,269296,0,0,9,193795,10225320,28,284988,0,0,HAoOj1KXzC,RO12,taul,1K8T,lK27,A_yBboK,3A8iudN5VL6tw,zksC,9_Y1,ID5l,VpdQ,zm5i,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kZJyVg2,IQOr,cJvF,FzaX,3Jmmfvd,oslk,JD1lw9w,LM8l689qOp,kwS7,RAYp,F2FyR07IdsN7I
1,5103,7,4,208,260,72,253.52,0,6982080,0,4.648366,9,104,0,1508592,15,32885.4,35,8,72,56,123334,3740,90,117,48,2136030,617242,50,0,27,35203,10565200,20,282486,0,7,_v2gUHXZeb,RO12,taul,1K8T,7ALb,1QDxJG_,gY5GKVA,u8se,9_Y1,LqKm,VpdQ,wMei,me75fM6ugJ,kIsH,uKAI,L84s,h0lfDKh52u4GP,IoI4mKe,5jkj,cJvF,FzaX,Zxr6w_1,oslk,2u6AIRG,LM8l689qOp,453m,RAYp,F2FyR07IdsN7I
1,763,7,0,192,240,144,166.56,0,0,0,0.6611835,9,32,0,317080,0,9586.08,15,12,80,112,105442.4,480,0,513,0,58825,93862,10,0,9,68922,1090488,14,119118,0,0,ZSNrjIX0Db,RO12,taul,1K8T,TyGl,BBmwWHr,wazNWAnFRi,PnUA,9_Y1,nr0d,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjbk_S,Rf57,cJvF,qxDb,sTyQFhp,oslk,lJxNMua,LM8l689qOp,5Acm,RAYp,F2FyR07IdsN7I
1,889,7,0,220,275,232,166.56,0,69768,0,4.387951,9,62,0,417624,0,21730.44,15,14,56,40,-240974.4,560,24,207,0,188400,437544,10,0,0,180705,1681400,14,479520,0,0,KXMrEyXXnK,RO12,taul,1K8T,Cnh8,fqedTJr,Q50Ydp0,ndT0,9_Y1,H1uM,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,kq0FDQL,2lkY,UYBR,FzaX,fxJ68SY,oslk,SyxQQMs,LM8l689qOp,Aoh3,RAYp,F2FyR07IdsN7I
1,350,7,564,120,150,56,227.68,0,0,0,3.239692,9,162,14,40672,0,7892.1,0,4,8,40,5065.44,225,0,2700,0,135060,68880,100,0,0,0,269160,32,4524,0,0,DQlrEyXXnK,2Knk1KF,taul,1K8T,JLbT,mhknt93,9UgkRNa9Jb,3kFS,9_Y1,SkZj,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,XfqtO3UdzaXh_,XTbqizz,PBez,cJvF,AU8_WTd,WWmfR8o,oslk,c4R2fT4,jySVZNlOJy,Aoh3,RAYp,TCU50_Yjmm6GIBZ0lL_
1,63,0,0,20,25,0,198.88,0,2140176,0,4.219611,9,16,0,0,0,497346,0,0,0,0,-289770,110,6,0,0,9623250,0,0,0,0,0,9125400,8,0,0,0,1YVgUHXZeb,RO12,taul,1K8T,hoa9,ks5A1LJ,wLOHP_YhcL,6cV2,9_Y1,STGZ,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjH1vL,vJ0N,UYBR,FzaX,pHXA5lA,oslk,wYvXbDK,LM8l689qOp,453m,RAYp,F2FyR07IdsN7I
1,721,21,5832,124,155,32,186.64,0,8812920,0,6.220252,36,88,98,48512,3,142105.8,35,2,40,8,100126,515,102,17244,8,115620,691200,15320,0,45,42448,10136400,2,518400,0,0,tr0rEyXktW,RO12,taul,1K8T,ChAX,0Vr7wZ4,e1XhvTunuD,vGQz,9_Y1,H1uM,VpdQ,kxE9,Kxdu,kIsH,uKAI,L84s,FMSzZ91zL2,pMW6Pnu,wLUa,cJvF,FzaX,XbZitea,zCkv,DHPNgqU,LM8l689qOp,Aoh3,6fzt,JnGLH58smNxIYcGK39k
1,616,0,0,272,340,32,221.2,0,181290,0,4.982696,18,20,0,1129784,0,31476.3,50,0,104,136,-36433,905,66,0,0,877000,37700,0,0,9,94269,1772020,52,0,0,0,NQ5vyxLkBI,RO12,taul,1K8T,ssAy,zQqh3kj,AnFl2Mwxzd,WGFj,9_Y1,vzJD,VpdQ,zm5i,DHn_WUyBhW_whjA88g9bvA64_,kIsH,uKAI,L84s,CrNX,y5FewfI,oRr1,cJvF,FzaX,7JxszER,d0EEeJi,4K2GgwO,LM8l689qOp,xb3V,02N6s8f,F2FyR07IdsN7I
1,3227,21,872,3288,4110,904,166.56,0,6328020,0,5.582781,36,86,42,1422208,0,12698.37,40,10,144,176,1743192,4745,1836,33795,0,2071295,222112,1785,0,36,332878,9297240,736,163170,0,0,75lq9ayfAo,RO12,taul,1K8T,c9jp,FJDupBg,e1XhvTunuD,Z72I,9_Y1,F_Lu,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,uKAI,L84s,E1aAZ0x7vd,teAfWtZ,wIIv,UYBR,FzaX,OYHoGfM,QKW8DRm,RlTh9x_,jySVZNlOJy,TNEC,vJ_w8kB,WfJYmPMksSqa1pajvfG
1,959,7,564,252,315,88,166.56,0,763242,0,2.65392,9,32,28,749440,0,36507.3,20,52,72,112,26458,640,18,33426,0,1048965,288594,765,0,0,187495,2584572,10,411000,0,0,1GdOj1KXzC,RO12,taul,1K8T,TyGl,8NKFFda,LH0kFz12FM,ZIEU,9_Y1,jdbz,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,NGZXfGp,OTEO,cJvF,FzaX,zWA88FJ,oslk,Ggf2C8o,LM8l689qOp,kwS7,RAYp,F2FyR07IdsN7I
1,1204,14,992,116,145,24,280.32,0,6739200,0,5.453749,18,42,196,0,0,113148.3,25,6,24,0,-110290.8,585,78,5598,0,291610,518400,1140,0,9,0,8421080,10,1555200,0,0,DHegUHXZeb,RO12,taul,1K8T,rXTS,Ml6kiFp,BIxuwM5,ixAj,9_Y1,8BBI,VpdQ,zm5i,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAja5EA,zJnD,cJvF,FzaX,k5O88FJ,oslk,QkgQQMs,M_8D,453m,RAYp,F2FyR07IdsN7I
1,252,0,0,128,160,128,166.56,0,1626,0,3.426404,9,18,0,3525800,0,57679.2,0,4,40,48,607564,565,6,0,0,1679090,359310,0,0,0,2153361,4057600,14,347568,0,0,Y3tqrQKzJV,e6CkoqApVR,taul,1K8T,EJC9,9GJGgoz,Gai9lEF2Fr,MuFn,9_Y1,15m3,09_Q,IYzP,Kxdu,kIsH,uKAI,L84s,FMSzZ91zL2,kq0IHVu,FE0E,cJvF,FzaX,Tvpip6Z,zCkv,hHJsvbM,LM8l689qOp,FSa2,6fzt,F2FcTt7IdMT_v
1,651,7,20,132,165,8,220.08,0,9180240,0,5.362957,9,30,0,702544,0,178301.4,35,4,32,24,-22627.72,635,108,270,0,864010,18364,5,0,9,57477,9824080,4,450660,0,0,v0Nt0Go8Lb,RO12,taul,1K8T,wGW5,n0UbeSG,MXlhT5l,Csxg,9_Y1,YePk,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjbk_S,6VlI,cJvF,FzaX,KA3C5vH,oslk,m1BWuMy,LM8l689qOp,Qu4f,RAYp,F2FyR07IdsN7I
1,280,7,520,156,195,8,246.32,0,6375900,0,4.935698,18,122,21,2534488,0,196144.5,25,2,40,32,136345.2,570,84,21546,0,3314730,158404,6270,0,9,0,10387280,28,475218,0,0,dRaq9ayE15,2Knk1KF,b_3Q,1K8T,SzjZ,fhk21Ss,75HH_hi,h7KG,9_Y1,QBpP,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,kIsH,uKAI,Mtgm,E1aAZ0x7vd,OFqVH0t,Augw,UYBR,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,7P5s,ZI9m,ib5G6X1eUxUn6
1,154,0,0,120,150,0,223.84,0,0,0,1.675069,9,16,0,5529600,0,241374,0,0,32,64,282770.4,405,0,0,0,9369250,0,0,0,0,2419200,10260200,44,0,0,0,O8Zr4Rdc_a,RO12,taul,1K8T,4fje,tkbYYlr,aYeBeFB,jReB,9_Y1,em8I,sJzTlal,IYzP,me75fM6ugJ,kIsH,g5HH,L84s,NhsEn4L,TDc4Td_,kIVy,cJvF,FzaX,5KqzVUs,oslk,nCi34g5,LM8l689qOp,me1d,RAYp,F2FyR07IdsN7I
1,847,7,312,164,205,32,598,0,5206362,0,2.172613,9,32,0,892488,6,131927.7,20,6,32,16,-67149.2,685,90,657,24,3944835,518758,135,0,9,373716,10172800,26,1255278,0,7,Yddr4R4FLE,RO12,taul,1K8T,dWQK,4XZdCcU,Pkku4gO,PDkW,9_Y1,TFSW,VpdQ,IYzP,me75fM6ugJ,kIsH,g5HH,L84s,NhsEn4L,NGZXfGp,lBhB,cJvF,FzaX,ZCEmfvd,oslk,Nbsa8ZG,LM8l689qOp,Xa3G,RAYp,F2FyR07IdsN7I
1,98,7,392,44,55,16,166.56,0,0,0,0.05533006,9,152,7,14968,0,3471.12,0,0,24,24,-101348,110,0,2088,0,49410,792,10,0,9,10192,48596,12,0,0,0,3HjOj17ejg,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,taul,1K8T,aD1X,fqeOwLG,P9HTde2,fm3l,9_Y1,zfpA,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,uKAI,L84s,TVE1uh4F_wOi_,OFqSTqG,OMt8,UYBR,AU8pNoi,fxJmel6,zCkv,WfsWw2A,LM8l689qOp,7aLG,ZI9m,iyHGyLCEkQ
1,3269,7,0,128,160,64,220.08,5,3293742,0,4.641957,9,32,0,633640,0,18624.66,25,2,32,8,-152207.2,1125,30,450,8,4009635,462574,15,0,9,0,9091320,24,531876,0,0,_v2gUHXZeb,RO12,taul,1K8T,pE9z,1QDxJG_,ayJD9Pu,h9Xw,9_Y1,LqKm,09_Q,sYC_,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,uZL60aU,tZVn,cJvF,FzaX,Zxr6w_1,oslk,2u6AIRG,LM8l689qOp,453m,RAYp,F2FyR07IdsN7I
1,392,0,0,172,215,48,486.48,0,5449008,0,4.390728,9,18,0,2600072,0,126258.3,20,6,40,40,937960,740,84,0,0,3419445,497906,0,0,9,866838,10482880,22,1425660,0,0,hSogUHXZeb,RO12,taul,1K8T,0Xwj,7tlwdK9,96TQL1x,HSVP,F3hy,8BBI,VpdQ,zm5i,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,NGZxnJM,S_DZ,cJvF,FzaX,FonRPEi,oslk,IGDRHnW,LM8l689qOp,453m,RAYp,F2FyR07IdsN7I
1,826,7,80,136,170,72,192.24,0,1153446,0,0.5302286,9,58,14,3456280,0,193254.9,10,6,48,48,115647.6,510,18,711,0,4585255,1377500,580,0,0,604800,10445040,22,1555200,0,0,51rt0G8rTN,RO12,taul,1K8T,YmZp,xniu5tB,I1sqWRxUAv,tx06,9_Y1,e7QV,09_Q,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAja5EA,GQil,cJvF,FzaX,ie2oOXS,oslk,xwyAw04,LM8l689qOp,fKCe,RAYp,F2FyR07IdsN7I
1,959,7,824,188,235,88,320.4,0,3765642,0,2.902585,9,84,287,2223528,0,72282.91,25,6,48,72,48600.4,785,60,14454,0,2722245,1751256,390,0,27,604646,10299040,18,43056,0,0,8Iqt0G8rTN,RO12,taul,z3mO,0Xwj,qEdASpP,e1XhvTunuD,zF2v,HLqf,k13i,VpdQ,lVqb,me75fM6ugJ,sBgB,uKAI,L84s,XfqtO3UdzaXh_,11p4mKe,MJdo,cJvF,FzaX,0AJo2f2,oslk,2Kb5FSF,LM8l689qOp,fKCe,RAYp,F2FyR07IdsN7I
1,994,7,152,340,425,88,266.88,0,2862156,0,2.146123,27,78,0,649656,0,127266.3,45,40,192,88,82450,1115,60,288,0,3889025,1084746,45,0,27,320096,10360000,48,421986,0,0,qXhPe2ftjz,RO12,taul,1K8T,TyGl,Q9Rq8UC,9YuuPSz3BI,ePU0,9_Y1,mTeA,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjbk_S,jC3e,UYBR,FzaX,NRwYlW4,oslk,zwFAGfT,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,266,0,0,32,40,8,253.52,0,7077180,0,1.431105,9,22,0,334168,0,264174.3,10,0,0,16,377425.6,355,12,0,0,2187430,1209600,0,0,9,0,9973720,2,0,0,0,dRaTmBfHUn,RO12,taul,1K8T,LFM_,6JE1QFM,q3Vr4P0ujC,Eg4G,9_Y1,Gx0B,sJzTlal,zm5i,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAja5EA,deRl,UYBR,FzaX,ie2v1FD,oslk,k19R6zD,LM8l689qOp,Qu4f,RAYp,F2FyR07IdsN7I
1,1071,7,368,204,255,128,200,0,1052166,0,4.699851,9,42,35,491472,0,21180.09,0,8,72,112,366.1428,650,36,1818,0,203190,112148,140,0,0,141246,1361812,22,41676,0,0,75lr4RXktW,RO12,taul,1K8T,uErj,2cBcOqO,zMhaz51,J6vL,9_Y1,Zazx,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,mAjbk_S,02bJ,cJvF,FzaX,IJRYlW4,oslk,_vt7kpB,LM8l689qOp,Xa3G,RAYp,F2FyR07IdsN7I
1,672,14,1484,148,185,24,253.52,0,9265920,0,1.490494,27,32,84,0,0,199857.6,50,0,40,0,431564,535,120,1332,0,1481600,17228,315,0,9,0,10768160,8,0,0,0,AUUt0GoOh3,RO12,taul,1K8T,0Xwj,A_yBboK,Tg7jjBB,pOba,HLqf,rGJy,VpdQ,zm5i,me75fM6ugJ,sBgB,uKAI,L84s,NhsEn4L,mAja5EA,2kWk,UYBR,FzaX,3Jmmfvd,oslk,JD1lw9w,LM8l689qOp,Qu4f,RAYp,F2FyR07IdsN7I
1,140,0,0,120,150,96,539.76,0,45858,0,0.4099551,9,16,0,2764800,0,241376.1,0,8,32,32,59612.8,345,6,0,0,3784845,2073600,0,0,0,1209600,9970440,18,2073600,0,0,crIgUHSK8h,RO12,taul,1K8T,JLbT,DW3heVi,HqyBPDlo4o,85IW,9_Y1,RVjC,VpdQ,IYzP,me75fM6ugJ,kIsH,uKAI,Mtgm,NhsEn4L,7WwOAni,ETNp,UYBR,FzaX,THMQrGj,oslk,cObaF5M,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,119,0,0,140,175,40,40.08,0,4410570,0,2.1489,9,14,0,4435312,0,174474.3,10,0,32,56,194856.8,380,60,0,0,3962780,792020,0,0,0,554414,10545920,22,0,0,0,crIgUHSK8h,RO12,taul,1K8T,487l,B88Jj6r,ilrY4YM,85IW,9_Y1,RVjC,sJzTlal,IYzP,me75fM6ugJ,kIsH,uKAI,L84s,NhsEn4L,NGZxepZ,ETNp,UYBR,FzaX,Bxfv48t,oslk,yVBQv5o,LM8l689qOp,FSa2,RAYp,F2FyR07IdsN7I
1,4207,0,0,2504,3130,640,186.64,0,5144874,0,0.7641529,9,26,0,2432496,0,27599.16,395,58,656,648,129740.8,5200,1248,0,0,3506705,659112,0,0,9,553476,10556320,298,758976,0,0,tr0Wq69cTy,RO12,taul,1K8T,0Xwj,6SyRSUd,kuF2gYv,nYWr,HLqf,0A_v,sJzTlal,zm5i,me75fM6ugJ,sBgB,uKAI,L84s,NhsEn4L,mAja5EA,e0EP,UYBR,FzaX,I0k8jNM,oslk,nmYTL5Q,LM8l689qOp,PM2D,RAYp,F2FyR07IdsN7I
